REACTION ID	NAME	REACTION DEFINITION	REACTION EQUATION	ENZYME	ASSOCIATED PEG	SUBSYSTEM CLASS	REACTION CLASS	KEGG	STATUS IN Oh et al model	MODEL IDs	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)	MMDELTAG (kcal/mol)	PREDICTED DIRECTIONALITY	THERMODYNAMIC CLASS
rxn06510	Lauroyl-CoA:acetyl-CoA C-acyltransferase|3-ketoacyl-CoA thiolase|acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal|acetyl-CoA C-acyltransferase (dodecanoyl-CoA)|acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)|3oxoacyl-coa thiolase (c14:0)	Acetyl-CoA + ddcoa <=> CoA + 3-Oxotetradecanoyl-CoA	cpd00022 + cpd01260 <=> cpd00010 + cpd12689	2.3.1.16	peg.3288|peg.1035|peg.2421	Fatty Acids and Lipids	Positive variable	R03858	ACACT6r	iAbaylyiv4:C14:0-3OXOCOA-THIOLASE-RXN|iYO844:ACACT6r|iND750:ACACT6p|iSB619:ACACT6r|iAF1260:KAT6|iJN746:KAT6	7.06	1.09	7.06	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn06525	NADH:protein-disulfide oxidoreductase	NAD + Protein dithiol <=> H+ + NADH + Protein disulfide	cpd00003 + cpd12072 <=> cpd00067 + cpd00004 + cpd12139	1.8.1.8	MANUAL	Cofactors, Vitamins, Prosthetic Groups, Pigments	Variable	R03913	NOT IN MODEL		-4.71	2.48	-4.71	<=>	REVERSIBLE BY POINTS
rxn06526	NADPH:protein-disulfide oxidoreductase	TPN + Protein dithiol <=> H+ + TPNH + Protein disulfide	cpd00006 + cpd12072 <=> cpd00067 + cpd00005 + cpd12139	1.8.1.8	MANUAL	Cofactors, Vitamins, Prosthetic Groups, Pigments	Variable	R03914	NOT IN MODEL		-4.71	2.48	-4.71	<=>	REVERSIBLE BY POINTS
rxn06586	3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine|S-(3-methylbutanoyl)transferase	Isovaleryl-CoA + Dihydrolipoamide <=> CoA + S-(3-Methylbutanoyl)-dihydrolipoamide-E	cpd01882 + cpd00449 <=> cpd00010 + cpd14699	2.3.1.168	peg.2407	Amino Acids and Derivatives	Negative variable	R04097	NOT IN MODEL		0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn06591	L-glutamate-semialdehyde: NADP+|oxidoreductase(L-glutamyl-tRNA(Glu)-forming)|glutamyl-tRNA reductase|oxidoreductase(L-glutamyl-tRNA(Glu)-forming)|GLUTRR|glutamyl-tRNAreductase|glutamyl trna reductase	H+ + TPNH + L-Glutamyl-tRNA-Glu <=> TPN + L-Glutamate1-semialdehyde + tRNA-Glu	cpd00067 + cpd00005 + cpd12227 <=> cpd00006 + cpd02345 + cpd11912	1.2.1.70	peg.2820	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R04109	GLUTRR	iIT341:GLUTRR|iJR904:GLUTRR|iAbaylyiv4:GLUTRNAREDUCT-RXN|iAF692:GLUTRR|iYO844:GLUTRR|iNJ661:GLUTRR|iSB619:GLUTRR|iAF1260:GLUTRR|iJN746:GLUTRR	7.66	1.15	3.56	<=>	REVERSIBLE BY POINTS
rxn06672	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	ATP + HCO3- + Holo-[carboxylase] <=> ADP + Phosphate + H+ + Carboxybiotin-carboxyl-carrier protein	cpd00002 + cpd00242 + cpd12848 <=> cpd00008 + cpd00009 + cpd00067 + cpd12543	6.3.4.14	peg.2439+peg.2438+peg.2248	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R04385	NOT IN MODEL		9.58	1.09	9.58	<=>	REVERSIBLE BY POINT DELTAG CONFLICT
rxn06673	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)	Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein <=> Malonyl-CoA + Holo-[carboxylase]	cpd00022 + cpd12543 <=> cpd00070 + cpd12848	6.4.1.2	peg.2924+peg.2923	Fatty Acids and Lipids	Positive	R04386	NOT IN MODEL		-10.65	0.83	-10.65	<=>	REVERSIBLE BY POINTS
rxn06777	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase|3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)|3-Hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA), peroxisomal|hydroxyacyl-coa dehydrogenase (c14:0)	NAD + (S)-3-Hydroxytetradecanoyl-CoA <=> H+ + NADH + 3-Oxotetradecanoyl-CoA	cpd00003 + cpd03115 <=> cpd00067 + cpd00004 + cpd12689	1.1.1.35|1.1.1.211	peg.3289	Amino Acids and Derivatives	Negative variable	R04739	HACD6	iAbaylyiv4:C14:0-3HYDROXYCOA-DEHYDROGENASE-RXN|iYO844:HACD6|iND750:HACD6p|iSB619:HACD6|iAF1260:HACD6i|iJN746:HACD6i	3.76	1.08	3.76	<=>	REVERSIBLE BY POINTS
rxn06991	(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:protein-disulfide|oxidoreductase (hydrating)	2-C-methyl-D-erythritol2-4-cyclodiphosphate + Protein dithiol => H2O + Protein disulfide + 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	cpd08301 + cpd12072 => cpd00001 + cpd12139 + cpd08615	1.17.4.3	peg.2511	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R05883	NOT IN MODEL		-46.11	3.11	-46.11	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn07099	Penicillin hydrolase|beta-lactamase	H2O + Penam => H+ + Penicilloic acid	cpd00001 + cpd11668 => cpd00067 + cpd12884	3.5.2.6	peg.1883|peg.210|peg.167	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R06363	BLACT	iYO844:BLACT	-9.58	1.57	-9.58	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn07307	(2R)-O-phospho-3-sulfolactate sulfo-lyase	(2R)-Phosphosulfolactate <=> PEP + HSO3-	cpd08366 <=> cpd00061 + cpd00081	4.4.1.19	peg.1095	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R07476	NOT IN MODEL		11.92	1.07	7.82	<=>	REVERSIBLE BY POINTS
rxn07430		H+ + TPP + 3MOB => CO2 + 2-Methyl-1-hydroxypropyl-TPP	cpd00067 + cpd00056 + cpd00123 => cpd00011 + cpd14700	1.2.4.4	peg.2408+peg.2409	Amino Acids and Derivatives	Positive variable	R07599	NOT IN MODEL		-6.87	0.76	-8.24	=>	IRREVERSIBLE BY POINTS
rxn07431		Lipoamide + 2-Methyl-1-hydroxypropyl-TPP <=> TPP + S-(2-Methylpropanoyl)-dihydrolipoamide	cpd00213 + cpd14700 <=> cpd00056 + cpd02700	1.2.4.4	peg.2408+peg.2409	Amino Acids and Derivatives	Positive variable	R07600	NOT IN MODEL		-2.81	1.93	-2.81	<=>	REVERSIBLE BY POINTS
rxn07432		H+ + TPP + 4MOP => CO2 + 3-Methyl-1-hydroxybutyl-TPP	cpd00067 + cpd00056 + cpd00200 => cpd00011 + cpd14698	1.2.4.4	peg.2408+peg.2409	Amino Acids and Derivatives	Positive variable	R07601	NOT IN MODEL		-6.87	0.76	-8.24	=>	IRREVERSIBLE BY POINTS
rxn07433		Lipoamide + 3-Methyl-1-hydroxybutyl-TPP <=> TPP + S-(3-Methylbutanoyl)-dihydrolipoamide-E	cpd00213 + cpd14698 <=> cpd00056 + cpd14699	1.2.4.4	peg.2408+peg.2409	Amino Acids and Derivatives	Positive variable	R07602	NOT IN MODEL		-2.81	1.93	-2.81	<=>	REVERSIBLE BY POINTS
rxn07434		H+ + TPP + 3MOP => CO2 + 2-Methyl-1-hydroxybutyl-TPP	cpd00067 + cpd00056 + cpd00508 => cpd00011 + cpd14702	1.2.4.4	peg.2408+peg.2409	Amino Acids and Derivatives	Positive variable	R07603	NOT IN MODEL		-6.87	0.76	-8.24	=>	IRREVERSIBLE BY POINTS
rxn07435		Lipoamide + 2-Methyl-1-hydroxybutyl-TPP <=> TPP + S-(2-Methylbutanoyl)-dihydrolipoamide-E	cpd00213 + cpd14702 <=> cpd00056 + cpd14703	1.2.4.4	peg.2408+peg.2409	Amino Acids and Derivatives	Positive variable	R07604	NOT IN MODEL		-2.81	1.93	-2.81	<=>	REVERSIBLE BY POINTS
rxn07466	D-Ala-D-Ala dipeptidase|D-alanine-D-alanine dipeptidase|D-alanyl-aminopeptidase	H2O + D-Ala-D-Ala <=> 2 D-Ala	cpd00001 + cpd00731 <=> 2 cpd00117	3.4.13.22|3.4.17.14	peg.1294	Amino Acids and Derivatives	Variable	R07651	DAAOP	iYO844:DAAOP|iNJ661:ALAALAD|iAF1260:ALAALAD	-0.46	0.85	-4.56	<=>	REVERSIBLE BY POINTS
rxn07584	ATP:lipoate adenylyltransferase	ATP + H+ + Lipoate <=> PPi + Lipoyl-AMP	cpd00002 + cpd00067 + cpd00541 <=> cpd00012 + cpd14955	2.7.7.63	peg.2457	Carbohydrates	Blocked	R07770	NOT IN MODEL		-1.60	0.69	-1.60	<=>	REVERSIBLE BY MM DELTAG
rxn07585		Lipoyl-AMP + Apoprotein <=> H+ + AMP + Protein N6-(lipoyl)lysine	cpd14955 + cpd14957 <=> cpd00067 + cpd00018 + cpd14954	2.7.7.63	peg.2457	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R07771	NOT IN MODEL		-6.18	0.82	-6.18	<=>	REVERSIBLE BY POINTS
rxn07845	D-glucarate hydro-lyase	D-Glucarate => H2O + 2-Dehydro-3-deoxy-D-glucarate	cpd00609 => cpd00001 + cpd02439	4.2.1.40	peg.250	Carbohydrates	Blocked	R08056	NOT IN MODEL		-8.17	0.69	-8.17	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08025	Arbutin 6-phosphate glucohydrolase	H2O + Arbutin-6P <=> Robison ester + Quinol	cpd00001 + cpd03697 <=> cpd00079 + cpd00415	3.2.1.86	peg.4017	Carbohydrates	Blocked		AB6PGH	iJR904:AB6PGH|iYO844:AB6PGH|iAF1260:AB6PGH	-3.11	0.69	-7.21	<=>	REVERSIBLE BY POINTS
rxn08040	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	Undecaprenylphosphate + UDP-N-acetylglucosamine <=> UMP + Undecaprenyl diphospho N-acetyl-glucosamine	cpd00286 + cpd00037 <=> cpd00091 + cpd00946		peg.3559	Cell Wall and Capsule	Positive		NOT IN MODEL	iJR904:ACGAMT|iNJ661:ACGAMT|iAF1260:ACGAMT	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn08100	L-alanyl-gamma-glutamate epimerase	L-alanine-D-glutamate <=> L-alanine-L-glutamate	cpd15385 <=> cpd15388		peg.1300	Carbohydrates	Blocked		NOT IN MODEL	iAF1260:ALAGLUE	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn08171	arsenate reductase	2 H+ + 2 GSH + Arsenate <=> H2O + Arsenite + GSSG	2 cpd00067 + 2 cpd00042 + cpd01048 <=> cpd00001 + cpd04098 + cpd00111	1.20.4.1	peg.1151|peg.2481	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked		NOT IN MODEL	iAF1260:ASR	UNKNOWN	UNKNOWN	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn08180	Biotin synthase	SAM + Dethiobiotin + S => H+ + Methionine + BIOT + 5'-Deoxyadenosine	cpd00017 + cpd01311 + cpd00074 => cpd00067 + cpd00060 + cpd00104 + cpd03091	2.8.1.6	peg.3023	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked		NOT IN MODEL	iAF1260:BTS4	-21.64	2.84	-21.64	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08295	diacylglycerol kinase (n-C14:0)	ATP + 1,2-Diacyl-sn-glycerol ditetradecanoyl <=> ADP + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate	cpd00002 + cpd15307 <=> cpd00008 + cpd15522	2.7.1.107	peg.2534	Fatty Acids and Lipids	Variable		NOT IN MODEL	iAF1260:DAGK140	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn08297	diacylglycerol kinase (n-C16:0)	ATP + 1,2-Diacyl-sn-glycerol dihexadecanoyl <=> ADP + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate	cpd00002 + cpd15309 <=> cpd00008 + cpd15524	2.7.1.107	peg.2534	Fatty Acids and Lipids	Variable		NOT IN MODEL	iNJ661:DAGK160|iAF1260:DAGK160	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn08299	diacylglycerol kinase (n-C18:0)	ATP + 1,2-Diacyl-sn-glycerol dioctadecanoyl <=> ADP + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate	cpd00002 + cpd15311 <=> cpd00008 + cpd15526	2.7.1.107	peg.2534	Fatty Acids and Lipids	Variable		NOT IN MODEL	iAF1260:DAGK180	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn08307	CDP-diacylglycerol synthetase (n-C14:0)	CTP + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate <=> PPi + CDP-1,2-ditetradecanoylglycerol	cpd00052 + cpd15522 <=> cpd00012 + cpd15423	2.7.7.41	peg.1657	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:DASYN140	1.07	0.75	1.07	<=>	REVERSIBLE BY MM DELTAG
rxn08309	CDP-diacylglycerol synthetase (n-C16:0)	CTP + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate <=> PPi + CDP-1,2-dihexadecanoylglycerol	cpd00052 + cpd15524 <=> cpd00012 + cpd15419	2.7.7.41	peg.1657	Fatty Acids and Lipids	Positive		NOT IN MODEL	iNJ661:DASYN160|iAF1260:DASYN160|iJN746:DASYN160	1.07	0.75	1.07	<=>	REVERSIBLE BY MM DELTAG
rxn08311	CDP-diacylglycerol synthetase (n-C18:0)	CTP + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate <=> PPi + CDP-1,2-dioctadecanoylglycerol	cpd00052 + cpd15526 <=> cpd00012 + cpd15421	2.7.7.41	peg.1657	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:DASYN180|iJN746:DASYN180	1.07	0.75	1.07	<=>	REVERSIBLE BY MM DELTAG
rxn08467	FMNH2-dependent monooxygenase|FMN-dependent monooxygenase (isethionate)	O2 + FMNH2 + Isethionate => H2O + FMN + HSO3- + Glycolaldehyde	cpd00007 + cpd01270 + cpd03048 => cpd00001 + cpd00050 + cpd00081 + cpd00229		peg.885	Sulfur Metabolism	Blocked		FDMO6	iYO844:FDMO6|iAF1260:FDMO|iJN746:FDMO	-71.91	2.16	-67.82	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08468	FMNH2-dependent monooxygenase (methanesulfonate)|fmnRD dependent monooxygenase (methanesulfonate)	O2 + FMNH2 + methanesulfonate => H2O + FMN + HSO3- + Methanal	cpd00007 + cpd01270 + cpd08023 => cpd00001 + cpd00050 + cpd00081 + cpd00055		peg.885	Sulfur Metabolism	Blocked		FDMO	iYO844:FDMO|iAF1260:FDMO2|iJN746:FDMO2	-67.44	2.21	-63.35	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08469	FMNH2-dependent monooxygenase (ethanesulfonate)|FMN-dependent monooxygenase (ethanesulfonate)|ethane sulfonate monooxygenase	O2 + FMNH2 + ethanesulfonate => H2O + FMN + HSO3- + AALD	cpd00007 + cpd01270 + cpd11579 => cpd00001 + cpd00050 + cpd00081 + cpd00071		peg.885	Sulfur Metabolism	Blocked		FDMO1	iAbaylyiv4:RXN0-280|iYO844:FDMO1|iAF1260:FDMO3|iJN746:FDMO3	-71.26	2.21	-67.17	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08470	FMNH2-dependent monooxygenase (butanesulfonate)|FMN-dependent monooxygenase (butanesulfonate)	O2 + FMNH2 + butanesulfonate => H2O + FMN + HSO3- + Butanal	cpd00007 + cpd01270 + cpd11596 => cpd00001 + cpd00050 + cpd00081 + cpd01011		peg.885	Sulfur Metabolism	Blocked		FDMO2	iYO844:FDMO2|iAF1260:FDMO4	-71.91	2.16	-67.82	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08471	FMNH2-dependent monooxygenase (sulfoacetate)|FMN-dependent monooxygenase (sulfoacetate)	O2 + FMNH2 + Sulfoacetate => H2O + Glyoxylate + FMN + HSO3-	cpd00007 + cpd01270 + cpd09878 => cpd00001 + cpd00040 + cpd00050 + cpd00081		peg.885	Sulfur Metabolism	Blocked		FDMO5	iYO844:FDMO5|iAF1260:FDMO6	-69.45	2.16	-65.36	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn08615	glycogen synthase (ADPGlc)	ADPglucose + glycogen(n-1) <=> ADP + Glycogen	cpd00387 + cpd15302 <=> cpd00008 + cpd00155	2.4.1.21	peg.3098	Carbohydrates	Variable		GLCS1	iJR904:GLCS1|iYO844:GLCS1|iNJ661:GLCS1|iSB619:GLCS1|iAF1260:GLCS1	-1.70	0.63	-1.70	<=>	REVERSIBLE BY MM DELTAG
rxn08669	Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	H2O + Glycerophosphoglycerol <=> GLYC-3-P + GLYC	cpd00001 + cpd02090 <=> cpd00080 + cpd00100	3.1.4.46	peg.214|peg.962|peg.2422	Carbohydrates	Blocked		GPDDA4	iJR904:GPDDA4|iYO844:GPDDA4|iSB619:GPDDA4|iAF1260:GPDDA4:GPDDA4pp	-4.81	0.69	-8.91	<=>	REVERSIBLE BY POINTS
rxn08707	Heme O synthase|protoheme ix farnesyltransferase	H2O + Heme + Farnesyldiphosphate <=> PPi + hemeO	cpd00001 + cpd00028 + cpd00350 <=> cpd00012 + cpd11313	2.5.1.-	peg.1209|peg.1490	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked		HEMEOS	iJR904:HEMEOS|iAbaylyiv4:HEMEOSYN-RXN|iYO844:HEMEOS|iSB619:HEMEOS|iAF1260:HEMEOS|iJN746:HEMEOS	UNKNOWN	UNKNOWN	UNKNOWN	<=>	REVERSIBLE BY POINT UNKNOWN DELTAG
rxn08764	ketol-acid reductoisomerase (2-Acetolactate)|ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial|ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate)|KARA2i|ketol-acidreductoisomerase-2-Aceto-2-hydroxybutanoate|ketol-acid reductoisomerase	H+ + TPNH + 2-Aceto-2-hydroxybutanoate <=> TPN + 2,3-Dihydroxy-3-methylvalerate	cpd00067 + cpd00005 + cpd00498 <=> cpd00006 + cpd02535	1.1.1.86	peg.2832	Amino Acids and Derivatives	Variable		KARA2	iJR904:KARA2i|iAF692:KARA2|iSB619:KARA2i|iAF1260:KARA2|iIT341:KARA2i|iAbaylyiv4:ACETOOHBUTREDUCTOISOM-RXN|iND750:KARA2im|iYO844:KARA2|iNJ661:KARA2i|iJN746:KARA2	-3.76	1.08	-3.76	<=>	REVERSIBLE BY POINTS
rxn08775	L-alanyl-gamma-L-glutamate peptidase	H2O + L-alanine-L-glutamate <=> GLU + ALA	cpd00001 + cpd15388 <=> cpd00023 + cpd00035		peg.282	Amino Acids and Derivatives	Blocked		NOT IN MODEL	iAF1260:LALGP	-0.46	0.85	-4.56	<=>	REVERSIBLE BY POINTS
rxn09011	nucleoside-triphosphatase (dITP)	H2O + dITP => Phosphate + H+ + dIDP	cpd00001 + cpd00977 => cpd00009 + cpd00067 + cpd00976	3.6.1.15	peg.2839	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked		NOT IN MODEL	iAF1260:NTP11	-6.82	0.72	-10.92	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn09012	nucleoside-triphosphatase (XTP)	H2O + XTP => Phosphate + H+ + XDP	cpd00001 + cpd00530 => cpd00009 + cpd00067 + cpd00972	3.6.1.15	peg.2839	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked		NOT IN MODEL	iAF1260:NTP12	-6.82	0.72	-10.92	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn09063	Phosphatidate phosphatase (n-C14:0)|Phosphatidate phosphatase (periplasmic, n-C14:0)	H2O + 1,2-ditetradecanoyl-sn-glycerol 3-phosphate => Phosphate + H+ + 1,2-Diacyl-sn-glycerol ditetradecanoyl	cpd00001 + cpd15522 => cpd00009 + cpd00067 + cpd15307	3.1.3.4	peg.2534	Fatty Acids and Lipids	Positive variable		NOT IN MODEL	iAF1260:PAPA140:PAPA140pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn09065	Phosphatidate phosphatase (n-C16:0)|Phosphatidate phosphatase (periplasmic, n-C16:0)	H2O + 1,2-dihexadecanoyl-sn-glycerol 3-phosphate => Phosphate + H+ + 1,2-Diacyl-sn-glycerol dihexadecanoyl	cpd00001 + cpd15524 => cpd00009 + cpd00067 + cpd15309	3.1.3.4	peg.2534	Fatty Acids and Lipids	Positive variable		NOT IN MODEL	iNJ661:PAPA160|iAF1260:PAPA160:PAPA160pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn09067	Phosphatidate phosphatase (n-C18:0)|Phosphatidate phosphatase (periplasmic, n-C18:0)	H2O + 1,2-dioctadecanoyl-sn-glycerol 3-phosphate => Phosphate + H+ + 1,2-Diacyl-sn-glycerol dioctadecanoyl	cpd00001 + cpd15526 => cpd00009 + cpd00067 + cpd15311	3.1.3.4	peg.2534	Fatty Acids and Lipids	Positive variable		NOT IN MODEL	iAF1260:PAPA180:PAPA180pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn09102	phosphatidylglycerol phosphate phosphatase (n-C14:0)|phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	H2O + Phosphatidylglycerophosphate ditetradecanoyl => Phosphate + H+ + Phosphatidylglycerol ditetradecanoyl	cpd00001 + cpd15543 => cpd00009 + cpd00067 + cpd15536	3.1.3.27	MANUAL	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:PGPP140:PGPP140pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn09104	phosphatidylglycerol phosphate phosphatase (n-C16:0)|phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)	H2O + Phosphatidylglycerophosphate dihexadecanoyl => Phosphate + H+ + Phosphatidylglycerol dihexadecanoyl	cpd00001 + cpd15545 => cpd00009 + cpd00067 + cpd15538	3.1.3.27	MANUAL	Fatty Acids and Lipids	Positive		NOT IN MODEL	iNJ661:PGPP160|iAF1260:PGPP160:PGPP160pp|iJN746:PGPP160:PGPP160pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn09106	phosphatidylglycerol phosphate phosphatase (n-C18:0)|phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	H2O + Phosphatidylglycerophosphate dioctadecanoyl => Phosphate + H+ + Phosphatidylglycerol dioctadecanoyl	cpd00001 + cpd15547 => cpd00009 + cpd00067 + cpd15540	3.1.3.27	MANUAL	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:PGPP180:PGPP180pp	-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn09109	Phosphatidylglycerol synthase (n-C14:0)	CDP-1,2-ditetradecanoylglycerol + GLYC-3-P <=> CMP + Phosphatidylglycerophosphate ditetradecanoyl	cpd15423 + cpd00080 <=> cpd00046 + cpd15543	2.7.8.5	peg.1695	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:PGSA140	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn09111	Phosphatidylglycerol synthase (n-C16:0)	GLYC-3-P + CDP-1,2-dihexadecanoylglycerol <=> CMP + Phosphatidylglycerophosphate dihexadecanoyl	cpd00080 + cpd15419 <=> cpd00046 + cpd15545	2.7.8.5	peg.1695	Fatty Acids and Lipids	Positive		NOT IN MODEL	iNJ661:PGSA160|iAF1260:PGSA160|iJN746:PGSA160	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn09113	Phosphatidylglycerol synthase (n-C18:0)	GLYC-3-P + CDP-1,2-dioctadecanoylglycerol <=> CMP + Phosphatidylglycerophosphate dioctadecanoyl	cpd00080 + cpd15421 <=> cpd00046 + cpd15547	2.7.8.5	peg.1695	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:PGSA180	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn09177	phosphopantothenate-cysteine ligase|(R)-4'-Phosphopantothenate:L-cysteine ligase|phosphopantothenate-cysteineligase|phosphopantothenate--cysteine ligase	CTP + L-Cysteine + D-4-Phosphopantothenate => PPi + CMP + (R)-4'-Phosphopantothenoyl-L-cysteine	cpd00052 + cpd00084 + cpd02201 => cpd00012 + cpd00046 + cpd02666	6.3.2.5	peg.1572	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R04231	NOT IN MODEL	iIT341:PPNCL2|iJR904:PPNCL2|iAbaylyiv4:P-PANTOCYSLIG-RXN|iAF692:PPNCL2|iND750:PPNCL2|iNJ661:PPNCL2|iSB619:PPNCL2|iAF1260:PPNCL2	-7.78	0.88	-7.78	=>	IRREVERSIBLE BY POINTS
rxn09188	Proline dehydrogenase|PROD2|Prolinedehydrogenase|L-proline:(FAD) oxidoreductase|L-proline:(acceptor) oxidoreductase|proline dehydrogenase	L-Proline + FAD <=> 1-Pyrroline-5-carboxylate + FADH2	cpd00129 + cpd00015 <=> cpd02431 + cpd00982	1.5.99.8	peg.3290	Amino Acids and Derivatives	Variable	R01253	NOT IN MODEL	iIT341:PROD2|iJR904:PROD2|iAbaylyiv4:PROLDEHYDROG-RXN|iNJ661:PROD2|iSB619:PROD2|iAF1260:PROD2|iJN746:PROD2	-5.54	1.13	-5.54	<=>	REVERSIBLE BY POINTS
rxn09198	Phosphatidylserine decarboxylase (n-C14:0)	2 H+ + phosphatidylserine ditetradecanoyl <=> CO2 + phosphatidylethanolamine ditetradecanoyl	2 cpd00067 + cpd15553 <=> cpd00011 + cpd15529	4.1.1.65	peg.230	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:PSD140	7.45	0.83	1.99	<=>	REVERSIBLE BY MM DELTAG
rxn09200	Phosphatidylserine decarboxylase (n-C16:0)	2 H+ + phosphatidylserine dihexadecanoyl <=> CO2 + phosphatidylethanolamine dihexadecanoyl	2 cpd00067 + cpd15555 <=> cpd00011 + cpd15531	4.1.1.65	peg.230	Fatty Acids and Lipids	Positive		NOT IN MODEL	iNJ661:PSD160|iAF1260:PSD160|iJN746:PSD160	7.45	0.83	1.99	<=>	REVERSIBLE BY MM DELTAG
rxn09202	Phosphatidylserine decarboxylase (n-C18:0)	2 H+ + phosphatidylserine dioctadecanoyl <=> CO2 + phosphatidylethanolamine dioctadecanoyl	2 cpd00067 + cpd15557 <=> cpd00011 + cpd15533	4.1.1.65	peg.230	Fatty Acids and Lipids	Positive		NOT IN MODEL	iNJ661:PSD180|iAF1260:PSD180|iJN746:PSD180	7.45	0.83	1.99	<=>	REVERSIBLE BY MM DELTAG
rxn09206	Phosphatidylserine syntase (n-C14:0)	Serine + CDP-1,2-ditetradecanoylglycerol => H+ + CMP + phosphatidylserine ditetradecanoyl	cpd00054 + cpd15423 => cpd00067 + cpd00046 + cpd15553	2.7.8.8	peg.228	Fatty Acids and Lipids	Positive		NOT IN MODEL	iAF1260:PSSA140	-15.04	0.72	-15.04	=>	IRREVERSIBLE BY DELTAG MINMAX
