Unoptimized model						Gap filled model						Optimized model				
False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives	
Correct positive	Media growth	Carbon-N-Acetyl-D-Glucosamine	Carbon-N-Acetyl-D-Glucosamine			Correct positive	Media growth	Carbon-N-Acetyl-D-Glucosamine	Carbon-N-Acetyl-D-Glucosamine			Correct negative	Media growth	Carbon-N-Acetyl-L-Glutamic Acid	Carbon-N-Acetyl-L-Glutamic Acid	
Correct negative	Media growth	Carbon-N-Acetyl-L-Glutamic Acid	Carbon-N-Acetyl-L-Glutamic Acid			Correct negative	Media growth	Carbon-N-Acetyl-L-Glutamic Acid	Carbon-N-Acetyl-L-Glutamic Acid			Correct positive	Media growth	Carbon-N-Acetyl-Neuraminic Acid	Carbon-N-Acetyl-Neuraminic Acid	
False negative	Media growth	Carbon-N-Acetyl-Neuraminic Acid	Carbon-N-Acetyl-Neuraminic Acid			Correct positive	Media growth	Carbon-N-Acetyl-Neuraminic Acid	Carbon-N-Acetyl-Neuraminic Acid			Correct positive	Media growth	Carbon-N-Acetyl-b-D-Mannosamine	Carbon-N-Acetyl-b-D-Mannosamine	
False negative	Media growth	Carbon-N-Acetyl-b-D-Mannosamine	Carbon-N-Acetyl-b-D-Mannosamine			Correct positive	Media growth	Carbon-N-Acetyl-b-D-Mannosamine	Carbon-N-Acetyl-b-D-Mannosamine			Correct negative	Media growth	Carbon-Oxalic Acid	Carbon-Oxalic Acid	
Correct negative	Media growth	Carbon-Oxalic Acid	Carbon-Oxalic Acid			Correct negative	Media growth	Carbon-Oxalic Acid	Carbon-Oxalic Acid			Correct positive	Media growth	Carbon-Palatinose	Carbon-Palatinose	
False negative	Media growth	Carbon-Palatinose	Carbon-Palatinose			Correct positive	Media growth	Carbon-Palatinose	Carbon-Palatinose			Correct positive	Media growth	Carbon-Propionic Acid	Carbon-Propionic Acid	
Correct positive	Media growth	Carbon-Propionic Acid	Carbon-Propionic Acid			Correct positive	Media growth	Carbon-Propionic Acid	Carbon-Propionic Acid			Correct negative	Media growth	Carbon-Putrescine	Carbon-Putrescine	
Correct negative	Media growth	Carbon-Putrescine	Carbon-Putrescine			Correct negative	Media growth	Carbon-Putrescine	Carbon-Putrescine			Correct positive	Media growth	Carbon-Pyruvic Acid	Carbon-Pyruvic Acid	
Correct positive	Media growth	Carbon-Pyruvic Acid	Carbon-Pyruvic Acid			Correct positive	Media growth	Carbon-Pyruvic Acid	Carbon-Pyruvic Acid			Correct negative	Media growth	Carbon-Quinic Acid	Carbon-Quinic Acid	
Correct negative	Media growth	Carbon-Quinic Acid	Carbon-Quinic Acid			Correct negative	Media growth	Carbon-Quinic Acid	Carbon-Quinic Acid			Correct positive	Media growth	Carbon-Salicin	Carbon-Salicin	
False negative	Media growth	Carbon-Salicin	Carbon-Salicin			Correct positive	Media growth	Carbon-Salicin	Carbon-Salicin			Correct negative	Media growth	Carbon-Sebacic Acid	Carbon-Sebacic Acid	
Correct negative	Media growth	Carbon-Sebacic Acid	Carbon-Sebacic Acid			Correct negative	Media growth	Carbon-Sebacic Acid	Carbon-Sebacic Acid			Correct positive	Media growth	Carbon-Succinic Acid	Carbon-Succinic Acid	
Correct positive	Media growth	Carbon-Succinic Acid	Carbon-Succinic Acid			Correct positive	Media growth	Carbon-Succinic Acid	Carbon-Succinic Acid			Correct positive	Media growth	Carbon-Sucrose	Carbon-Sucrose	
Correct positive	Media growth	Carbon-Sucrose	Carbon-Sucrose			Correct positive	Media growth	Carbon-Sucrose	Carbon-Sucrose			Correct positive	Media growth	Carbon-Thymidine	Carbon-Thymidine	
False negative	Media growth	Carbon-Thymidine	Carbon-Thymidine			Correct positive	Media growth	Carbon-Thymidine	Carbon-Thymidine			Correct negative	Media growth	Carbon-Tween 20	Carbon-Tween 20	
Correct negative	Media growth	Carbon-Tween 20	Carbon-Tween 20			Correct negative	Media growth	Carbon-Tween 20	Carbon-Tween 20			Correct negative	Media growth	Carbon-Tween 80	Carbon-Tween 80	
Correct negative	Media growth	Carbon-Tween 80	Carbon-Tween 80			Correct negative	Media growth	Carbon-Tween 80	Carbon-Tween 80			Correct negative	Media growth	Carbon-Tyramine	Carbon-Tyramine	
Correct negative	Media growth	Carbon-Tyramine	Carbon-Tyramine			Correct negative	Media growth	Carbon-Tyramine	Carbon-Tyramine			Correct positive	Media growth	Carbon-Uridine	Carbon-Uridine	
Correct positive	Media growth	Carbon-Uridine	Carbon-Uridine			Correct positive	Media growth	Carbon-Uridine	Carbon-Uridine			Correct negative	Media growth	Carbon-Xylitol	Carbon-Xylitol	
Correct negative	Media growth	Carbon-Xylitol	Carbon-Xylitol			Correct negative	Media growth	Carbon-Xylitol	Carbon-Xylitol			Correct positive	Media growth	Carbon-a-D-Glucose	Carbon-a-D-Glucose	
Correct positive	Media growth	Carbon-a-D-Glucose	Carbon-a-D-Glucose			Correct positive	Media growth	Carbon-a-D-Glucose	Carbon-a-D-Glucose			Correct positive	Media growth	Carbon-a-Keto-Glutaric Acid	Carbon-a-Keto-Glutaric Acid	
Correct positive	Media growth	Carbon-a-Keto-Glutaric Acid	Carbon-a-Keto-Glutaric Acid			Correct positive	Media growth	Carbon-a-Keto-Glutaric Acid	Carbon-a-Keto-Glutaric Acid			Correct negative	Media growth	Carbon-a-Keto-Valeric Acid	Carbon-a-Keto-Valeric Acid	
Correct negative	Media growth	Carbon-a-Keto-Valeric Acid	Carbon-a-Keto-Valeric Acid			Correct negative	Media growth	Carbon-a-Keto-Valeric Acid	Carbon-a-Keto-Valeric Acid			False negative	Media growth	Carbon-a-Methyl-D-Galactoside	Carbon-a-Methyl-D-Galactoside	
False negative	Media growth	Carbon-a-Methyl-D-Galactoside	Carbon-a-Methyl-D-Galactoside			False negative	Media growth	Carbon-a-Methyl-D-Galactoside	Carbon-a-Methyl-D-Galactoside			False negative	Media growth	Carbon-b-D-Allose	Carbon-b-D-Allose	
False negative	Media growth	Carbon-b-D-Allose	Carbon-b-D-Allose			False negative	Media growth	Carbon-b-D-Allose	Carbon-b-D-Allose			Correct negative	Media growth	Carbon-b-Hydroxy-Butyric Acid	Carbon-b-Hydroxy-Butyric Acid	
Correct negative	Media growth	Carbon-b-Hydroxy-Butyric Acid	Carbon-b-Hydroxy-Butyric Acid			Correct negative	Media growth	Carbon-b-Hydroxy-Butyric Acid	Carbon-b-Hydroxy-Butyric Acid			Correct positive	Media growth	Carbon-b-Methyl-D-Glucoside	Carbon-b-Methyl-D-Glucoside	
False negative	Media growth	Carbon-b-Methyl-D-Glucoside	Carbon-b-Methyl-D-Glucoside			Correct positive	Media growth	Carbon-b-Methyl-D-Glucoside	Carbon-b-Methyl-D-Glucoside			Correct negative	Media growth	Carbon-d-Amino-Valeric Acid	Carbon-d-Amino-Valeric Acid	
Correct negative	Media growth	Carbon-d-Amino-Valeric Acid	Carbon-d-Amino-Valeric Acid			Correct negative	Media growth	Carbon-d-Amino-Valeric Acid	Carbon-d-Amino-Valeric Acid			False positive	Media growth	Carbon-g-Amino-Butyric Acid	Carbon-g-Amino-Butyric Acid	
False positive	Media growth	Carbon-g-Amino-Butyric Acid	Carbon-g-Amino-Butyric Acid			False positive	Media growth	Carbon-g-Amino-Butyric Acid	Carbon-g-Amino-Butyric Acid			Correct negative	Media growth	Carbon-g-Hydroxy-Butyric Acid	Carbon-g-Hydroxy-Butyric Acid	
Correct negative	Media growth	Carbon-g-Hydroxy-Butyric Acid	Carbon-g-Hydroxy-Butyric Acid			Correct negative	Media growth	Carbon-g-Hydroxy-Butyric Acid	Carbon-g-Hydroxy-Butyric Acid			Correct negative	Media growth	Carbon-i-Erythritol	Carbon-i-Erythritol	
Correct negative	Media growth	Carbon-i-Erythritol	Carbon-i-Erythritol			Correct negative	Media growth	Carbon-i-Erythritol	Carbon-i-Erythritol			Correct positive	Media growth	Carbon-m-Tartaric Acid	Carbon-m-Tartaric Acid	
Correct positive	Media growth	Carbon-m-Tartaric Acid	Carbon-m-Tartaric Acid			Correct positive	Media growth	Carbon-m-Tartaric Acid	Carbon-m-Tartaric Acid			Correct negative	Media growth	Carbon-sorbate	Carbon-sorbate	
Correct negative	Media growth	Carbon-sorbate	Carbon-sorbate			Correct negative	Media growth	Carbon-sorbate	Carbon-sorbate			Correct negative	Media growth	Carbon-tricarballylate	Carbon-tricarballylate	
Correct negative	Media growth	Carbon-tricarballylate	Carbon-tricarballylate			Correct negative	Media growth	Carbon-tricarballylate	Carbon-tricarballylate			Correct negative	Media growth	Nitrogen-Acetamide	Nitrogen-Acetamide	
Correct negative	Media growth	Nitrogen-Acetamide	Nitrogen-Acetamide			Correct negative	Media growth	Nitrogen-Acetamide	Nitrogen-Acetamide			Correct negative	Media growth	Nitrogen-Adenine	Nitrogen-Adenine	
False positive	Media growth	Nitrogen-Adenine	Nitrogen-Adenine			False positive	Media growth	Nitrogen-Adenine	Nitrogen-Adenine			Correct negative	Media growth	Nitrogen-Agmatine	Nitrogen-Agmatine	
Correct negative	Media growth	Nitrogen-Agmatine	Nitrogen-Agmatine			Correct negative	Media growth	Nitrogen-Agmatine	Nitrogen-Agmatine			False negative	Media growth	Nitrogen-Ala-Asp	Nitrogen-Ala-Asp	
False negative	Media growth	Nitrogen-Ala-Asp	Nitrogen-Ala-Asp			False negative	Media growth	Nitrogen-Ala-Asp	Nitrogen-Ala-Asp			False negative	Media growth	Nitrogen-Ala-Gln	Nitrogen-Ala-Gln	
False negative	Media growth	Nitrogen-Ala-Gln	Nitrogen-Ala-Gln			False negative	Media growth	Nitrogen-Ala-Gln	Nitrogen-Ala-Gln			False negative	Media growth	Nitrogen-Ala-Glu	Nitrogen-Ala-Glu	
False negative	Media growth	Nitrogen-Ala-Glu	Nitrogen-Ala-Glu			False negative	Media growth	Nitrogen-Ala-Glu	Nitrogen-Ala-Glu			False negative	Media growth	Nitrogen-Ala-Gly	Nitrogen-Ala-Gly	
False negative	Media growth	Nitrogen-Ala-Gly	Nitrogen-Ala-Gly			False negative	Media growth	Nitrogen-Ala-Gly	Nitrogen-Ala-Gly			False negative	Media growth	Nitrogen-Ala-His	Nitrogen-Ala-His	
False negative	Media growth	Nitrogen-Ala-His	Nitrogen-Ala-His			False negative	Media growth	Nitrogen-Ala-His	Nitrogen-Ala-His			False negative	Media growth	Nitrogen-Ala-Leu	Nitrogen-Ala-Leu	
False negative	Media growth	Nitrogen-Ala-Leu	Nitrogen-Ala-Leu			False negative	Media growth	Nitrogen-Ala-Leu	Nitrogen-Ala-Leu			False negative	Media growth	Nitrogen-Ala-Thr	Nitrogen-Ala-Thr	
False negative	Media growth	Nitrogen-Ala-Thr	Nitrogen-Ala-Thr			False negative	Media growth	Nitrogen-Ala-Thr	Nitrogen-Ala-Thr			Correct positive	Media growth	Nitrogen-Ammonia	Nitrogen-Ammonia	
Correct positive	Media growth	Nitrogen-Ammonia	Nitrogen-Ammonia			Correct positive	Media growth	Nitrogen-Ammonia	Nitrogen-Ammonia			Correct negative	Media growth	Nitrogen-Biuret	Nitrogen-Biuret	
Correct negative	Media growth	Nitrogen-Biuret	Nitrogen-Biuret			Correct negative	Media growth	Nitrogen-Biuret	Nitrogen-Biuret			Correct positive	Media growth	Nitrogen-Cytidine	Nitrogen-Cytidine	
Correct positive	Media growth	Nitrogen-Cytidine	Nitrogen-Cytidine			Correct positive	Media growth	Nitrogen-Cytidine	Nitrogen-Cytidine			Correct positive	Media growth	Nitrogen-D-Alanine	Nitrogen-D-Alanine	
Correct positive	Media growth	Nitrogen-D-Alanine	Nitrogen-D-Alanine			Correct positive	Media growth	Nitrogen-D-Alanine	Nitrogen-D-Alanine			Correct positive	Media growth	Nitrogen-D-Glucosamine	Nitrogen-D-Glucosamine	
Correct positive	Media growth	Nitrogen-D-Glucosamine	Nitrogen-D-Glucosamine			Correct positive	Media growth	Nitrogen-D-Glucosamine	Nitrogen-D-Glucosamine			Correct positive	Media growth	Nitrogen-D-Glutamic Acid	Nitrogen-D-Glutamic Acid	
Correct positive	Media growth	Nitrogen-D-Glutamic Acid	Nitrogen-D-Glutamic Acid			Correct positive	Media growth	Nitrogen-D-Glutamic Acid	Nitrogen-D-Glutamic Acid			False negative	Media growth	Nitrogen-D-Mannosamine	Nitrogen-D-Mannosamine	
False negative	Media growth	Nitrogen-D-Mannosamine	Nitrogen-D-Mannosamine			False negative	Media growth	Nitrogen-D-Mannosamine	Nitrogen-D-Mannosamine			Correct positive	Media growth	Nitrogen-Ethanolamine	Nitrogen-Ethanolamine	
False negative	Media growth	Nitrogen-Ethanolamine	Nitrogen-Ethanolamine			Correct positive	Media growth	Nitrogen-Ethanolamine	Nitrogen-Ethanolamine			False negative	Media growth	Nitrogen-Gly-Asn	Nitrogen-Gly-Asn	
False negative	Media growth	Nitrogen-Gly-Asn	Nitrogen-Gly-Asn			False negative	Media growth	Nitrogen-Gly-Asn	Nitrogen-Gly-Asn			Correct positive	Media growth	Nitrogen-Gly-Gln	Nitrogen-Gly-Gln	
False negative	Media growth	Nitrogen-Gly-Gln	Nitrogen-Gly-Gln			Correct positive	Media growth	Nitrogen-Gly-Gln	Nitrogen-Gly-Gln			False negative	Media growth	Nitrogen-Gly-Glu	Nitrogen-Gly-Glu	
False negative	Media growth	Nitrogen-Gly-Glu	Nitrogen-Gly-Glu			False negative	Media growth	Nitrogen-Gly-Glu	Nitrogen-Gly-Glu			Correct positive	Media growth	Nitrogen-Gly-Met	Nitrogen-Gly-Met	
False negative	Media growth	Nitrogen-Gly-Met	Nitrogen-Gly-Met			Correct positive	Media growth	Nitrogen-Gly-Met	Nitrogen-Gly-Met			Correct positive	Media growth	Nitrogen-Glycine	Nitrogen-Glycine	
Correct positive	Media growth	Nitrogen-Glycine	Nitrogen-Glycine			Correct positive	Media growth	Nitrogen-Glycine	Nitrogen-Glycine			Correct negative	Media growth	Nitrogen-Inosine	Nitrogen-Inosine	
Correct negative	Media growth	Nitrogen-Inosine	Nitrogen-Inosine			False positive	Media growth	Nitrogen-Inosine	Nitrogen-Inosine			Correct positive	Media growth	Nitrogen-L-Alanine	Nitrogen-L-Alanine	
Correct positive	Media growth	Nitrogen-L-Alanine	Nitrogen-L-Alanine			Correct positive	Media growth	Nitrogen-L-Alanine	Nitrogen-L-Alanine			Correct positive	Media growth	Nitrogen-L-Arginine	Nitrogen-L-Arginine	
Correct positive	Media growth	Nitrogen-L-Arginine	Nitrogen-L-Arginine			Correct positive	Media growth	Nitrogen-L-Arginine	Nitrogen-L-Arginine			Correct positive	Media growth	Nitrogen-L-Asparagine	Nitrogen-L-Asparagine	
Correct positive	Media growth	Nitrogen-L-Asparagine	Nitrogen-L-Asparagine			Correct positive	Media growth	Nitrogen-L-Asparagine	Nitrogen-L-Asparagine			Correct positive	Media growth	Nitrogen-L-Aspartic Acid	Nitrogen-L-Aspartic Acid	
Correct positive	Media growth	Nitrogen-L-Aspartic Acid	Nitrogen-L-Aspartic Acid			Correct positive	Media growth	Nitrogen-L-Aspartic Acid	Nitrogen-L-Aspartic Acid			Correct positive	Media growth	Nitrogen-L-Citrulline	Nitrogen-L-Citrulline	
Correct positive	Media growth	Nitrogen-L-Citrulline	Nitrogen-L-Citrulline			Correct positive	Media growth	Nitrogen-L-Citrulline	Nitrogen-L-Citrulline			Correct positive	Media growth	Nitrogen-L-Cysteine	Nitrogen-L-Cysteine	
False negative	Media growth	Nitrogen-L-Cysteine	Nitrogen-L-Cysteine			Correct positive	Media growth	Nitrogen-L-Cysteine	Nitrogen-L-Cysteine			Correct positive	Media growth	Nitrogen-L-Glutamic Acid	Nitrogen-L-Glutamic Acid	
Correct positive	Media growth	Nitrogen-L-Glutamic Acid	Nitrogen-L-Glutamic Acid			Correct positive	Media growth	Nitrogen-L-Glutamic Acid	Nitrogen-L-Glutamic Acid			Correct positive	Media growth	Nitrogen-L-Glutamine	Nitrogen-L-Glutamine	
Correct positive	Media growth	Nitrogen-L-Glutamine	Nitrogen-L-Glutamine			Correct positive	Media growth	Nitrogen-L-Glutamine	Nitrogen-L-Glutamine			Correct positive	Media growth	Nitrogen-L-Methionine	Nitrogen-L-Methionine	
False negative	Media growth	Nitrogen-L-Methionine	Nitrogen-L-Methionine			Correct positive	Media growth	Nitrogen-L-Methionine	Nitrogen-L-Methionine			Correct positive	Media growth	Nitrogen-L-Ornithine	Nitrogen-L-Ornithine	
Correct positive	Media growth	Nitrogen-L-Ornithine	Nitrogen-L-Ornithine			Correct positive	Media growth	Nitrogen-L-Ornithine	Nitrogen-L-Ornithine			Correct positive	Media growth	Nitrogen-L-Proline	Nitrogen-L-Proline	
Correct positive	Media growth	Nitrogen-L-Proline	Nitrogen-L-Proline			Correct positive	Media growth	Nitrogen-L-Proline	Nitrogen-L-Proline			False negative	Media growth	Nitrogen-L-Pyroglutamic Acid	Nitrogen-L-Pyroglutamic Acid	
False negative	Media growth	Nitrogen-L-Pyroglutamic Acid	Nitrogen-L-Pyroglutamic Acid			False negative	Media growth	Nitrogen-L-Pyroglutamic Acid	Nitrogen-L-Pyroglutamic Acid			Correct positive	Media growth	Nitrogen-L-Serine	Nitrogen-L-Serine	
Correct positive	Media growth	Nitrogen-L-Serine	Nitrogen-L-Serine			Correct positive	Media growth	Nitrogen-L-Serine	Nitrogen-L-Serine			Correct positive	Media growth	Nitrogen-L-Threonine	Nitrogen-L-Threonine	
Correct positive	Media growth	Nitrogen-L-Threonine	Nitrogen-L-Threonine			Correct positive	Media growth	Nitrogen-L-Threonine	Nitrogen-L-Threonine			Correct positive	Media growth	Nitrogen-L-Valine	Nitrogen-L-Valine	
Correct positive	Media growth	Nitrogen-L-Valine	Nitrogen-L-Valine			Correct positive	Media growth	Nitrogen-L-Valine	Nitrogen-L-Valine			False negative	Media growth	Nitrogen-Met-Ala	Nitrogen-Met-Ala	
False negative	Media growth	Nitrogen-Met-Ala	Nitrogen-Met-Ala			False negative	Media growth	Nitrogen-Met-Ala	Nitrogen-Met-Ala			Correct negative	Media growth	Nitrogen-N-Acetyl-D-Galactosamine	Nitrogen-N-Acetyl-D-Galactosamine	
Correct negative	Media growth	Nitrogen-N-Acetyl-D-Galactosamine	Nitrogen-N-Acetyl-D-Galactosamine			Correct negative	Media growth	Nitrogen-N-Acetyl-D-Galactosamine	Nitrogen-N-Acetyl-D-Galactosamine			Correct positive	Media growth	Nitrogen-N-Acetyl-D-Glucosamine	Nitrogen-N-Acetyl-D-Glucosamine	
Correct positive	Media growth	Nitrogen-N-Acetyl-D-Glucosamine	Nitrogen-N-Acetyl-D-Glucosamine			Correct positive	Media growth	Nitrogen-N-Acetyl-D-Glucosamine	Nitrogen-N-Acetyl-D-Glucosamine			Correct negative	Media growth	Nitrogen-Thymine	Nitrogen-Thymine	
Correct negative	Media growth	Nitrogen-Thymine	Nitrogen-Thymine			Correct negative	Media growth	Nitrogen-Thymine	Nitrogen-Thymine			Correct negative	Media growth	Nitrogen-Uracil	Nitrogen-Uracil	
Correct negative	Media growth	Nitrogen-Uracil	Nitrogen-Uracil			Correct negative	Media growth	Nitrogen-Uracil	Nitrogen-Uracil			Correct positive	Media growth	Nitrogen-Urea	Nitrogen-Urea	
Correct positive	Media growth	Nitrogen-Urea	Nitrogen-Urea			Correct positive	Media growth	Nitrogen-Urea	Nitrogen-Urea			Correct positive	Media growth	Nitrogen-Uric Acid	Nitrogen-Uric Acid	
False negative	Media growth	Nitrogen-Uric Acid	Nitrogen-Uric Acid			Correct positive	Media growth	Nitrogen-Uric Acid	Nitrogen-Uric Acid			Correct negative	Media growth	Nitrogen-Uridine	Nitrogen-Uridine	
Correct negative	Media growth	Nitrogen-Uridine	Nitrogen-Uridine			Correct negative	Media growth	Nitrogen-Uridine	Nitrogen-Uridine			Correct positive	Media growth	Nitrogen-Xanthine	Nitrogen-Xanthine	
False negative	Media growth	Nitrogen-Xanthine	Nitrogen-Xanthine			Correct positive	Media growth	Nitrogen-Xanthine	Nitrogen-Xanthine			Correct positive	Media growth	Nitrogen-b-Phenylethylamine	Nitrogen-b-Phenylethylamine	
False negative	Media growth	Nitrogen-b-Phenylethylamine	Nitrogen-b-Phenylethylamine			Correct positive	Media growth	Nitrogen-b-Phenylethylamine	Nitrogen-b-Phenylethylamine			Correct negative	Media growth	Nitrogen-d-Amino-N-Valeric Acid	Nitrogen-d-Amino-N-Valeric Acid	
Correct negative	Media growth	Nitrogen-d-Amino-N-Valeric Acid	Nitrogen-d-Amino-N-Valeric Acid			Correct negative	Media growth	Nitrogen-d-Amino-N-Valeric Acid	Nitrogen-d-Amino-N-Valeric Acid			Correct positive	Media growth	Nitrogen-g-Amino-N-Butyric Acid	Nitrogen-g-Amino-N-Butyric Acid	
Correct positive	Media growth	Nitrogen-g-Amino-N-Butyric Acid	Nitrogen-g-Amino-N-Butyric Acid			Correct positive	Media growth	Nitrogen-g-Amino-N-Butyric Acid	Nitrogen-g-Amino-N-Butyric Acid			False negative	Media growth	Phosphate-2-Deoxy-D-Glucose 6-Phosphate	Phosphate-2-Deoxy-D-Glucose 6-Phosphate	
False negative	Media growth	Phosphate-2-Deoxy-D-Glucose 6-Phosphate	Phosphate-2-Deoxy-D-Glucose 6-Phosphate			False negative	Media growth	Phosphate-2-Deoxy-D-Glucose 6-Phosphate	Phosphate-2-Deoxy-D-Glucose 6-Phosphate			Correct positive	Media growth	Phosphate-6-Phospho-Gluconic Acid	Phosphate-6-Phospho-Gluconic Acid	
Correct positive	Media growth	Phosphate-6-Phospho-Gluconic Acid	Phosphate-6-Phospho-Gluconic Acid			Correct positive	Media growth	Phosphate-6-Phospho-Gluconic Acid	Phosphate-6-Phospho-Gluconic Acid			Correct positive	Media growth	"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"	"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"	
Correct positive	Media growth	"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"	"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"			Correct positive	Media growth	"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"	"Phosphate-Adenosine- 2',3'-Cyclic Monophosphate"			False negative	Media growth	Phosphate-Adenosine- 2'-Monophosphate	Phosphate-Adenosine- 2'-Monophosphate	
False negative	Media growth	Phosphate-Adenosine- 2'-Monophosphate	Phosphate-Adenosine- 2'-Monophosphate			False negative	Media growth	Phosphate-Adenosine- 2'-Monophosphate	Phosphate-Adenosine- 2'-Monophosphate			Correct positive	Media growth	Phosphate-Adenosine- 3'-Monophosphate	Phosphate-Adenosine- 3'-Monophosphate	
